気,"spirit, mind, heart",気[き],Noun,"nature, disposition; intention, mind, will, motivation; mood, feelings; consciousness; care, attention, consideration, worry; interest; (the) air, atmosphere; ambience, atmosphere (of), air (of), mood; fragrance, aroma, flavour, taste; qi (in traditional Chinese philosophy and medicine), chi, ki",,jlpt-n4
男性,"man, male",男性[だんせい],"Noun, Noun which may take the genitive case particle 'no'",masculine gender,,jlpt-n4
地震,earthquake,地震[じしん],Noun,,,jlpt-n4
人口,population,人口[じんこう],Noun,common talk,,jlpt-n4
故障,"fault, trouble, breakdown, failure, being out of order",故障[こしょう],"Noun, Suru verb, Intransitive verb","damage (to a part of the body), injury, hurt; problem, hitch, obstacle, hindrance; objection, protest",,jlpt-n3 jlpt-n4
残念,"regrettable, unfortunate, disappointing, vexing",残念[ざんねん],"Na-adjective , Noun",,,jlpt-n4
島,island,島[しま],Noun,"one's territory (of a sex worker, organized crime gang, etc.), one's turf",,jlpt-n4
教会,"church, congregation",教会[きょうかい],Noun,,,jlpt-n4
歴史,history,歴史[れきし],Noun,,,jlpt-n4
社会,"society, public, community, the world",社会[しゃかい],Noun,social studies,,jlpt-n4
住所,"address, residence, domicile",住所[じゅうしょ],Noun,,,jlpt-n4
工場,"factory, plant, mill, workshop",工場[こうじょう],Noun,,,jlpt-n4
趣味,"hobby, pastime",趣味[しゅみ],Noun,"tastes, preference, liking",,jlpt-n4
経済,"economy, economics",経済[けいざい],Noun,"finance, (one's) finances, financial circumstances; being economical, economy, thrift",,jlpt-n4
台風,"typhoon, hurricane",台風[たいふう],Noun,,,jlpt-n4
卒業,"graduation, completion (of a course)",卒業[そつぎょう],"Noun, Suru verb, Intransitive verb","moving on (from), outgrowing (something); leaving (a group, company, etc.), quitting",,jlpt-n4
雲,cloud,雲[くも],Noun,,,jlpt-n4
科学,science,科学[かがく],Noun,,,jlpt-n4
光,light,光[ひかり],Noun,"illumination, ray, beam, gleam, glow; happiness, hope; influence, power; vision, eyesight; optical fiber, optical fibre",,jlpt-n4
贈り物,"present, gift",贈[おく]り 物[もの],Noun,,,jlpt-n4
政治,"politics, government",政治[せいじ],Noun,,,jlpt-n4
特別,"special, particular, extraordinary, exceptional, especial",特別[とくべつ],"Na-adjective , Noun which may take the genitive case particle 'no', Adverb , Noun",,,jlpt-n4
水泳,swimming,水泳[すいえい],"Noun, Suru verb, Intransitive verb, Noun which may take the genitive case particle 'no'",,,jlpt-n4
講義,lecture,講義[こうぎ],"Noun, Suru verb, Transitive verb",,,jlpt-n4
指,"finger, toe, digit",指[ゆび],Noun,,,jlpt-n4
生産,"production, manufacture",生産[せいさん],"Noun, Suru verb, Transitive verb",,,jlpt-n3 jlpt-n4
会話,"conversation, talk, chat",会話[かいわ],"Noun, Suru verb, Intransitive verb",,,jlpt-n4
玩具,toy,おもちゃ,Noun,(person or thing treated as a) plaything,,jlpt-n1 jlpt-n4usually_kana
季節,"season, time of year",季節[きせつ],"Noun, Noun which may take the genitive case particle 'no'",,,jlpt-n4
翻訳,translation,翻訳[ほんやく],"Noun, Suru verb, Transitive verb","deciphering, decoding; translation",,jlpt-n4
貿易,"(foreign) trade, (international) commerce, importing and exporting",貿易[ぼうえき],"Noun, Suru verb, Intransitive verb",,,jlpt-n4
文学,literature,文学[ぶんがく],Noun,,,jlpt-n4
葉,"leaf, blade (of grass), (pine) needle",葉[は],Noun,,,jlpt-n4
交通,"traffic, transportation, communication, exchange (of ideas, etc.), intercourse",交通[こうつう],"Noun, Suru verb",,,jlpt-n4
遊び,"play, playing, game",遊[あそ]び,Noun,"pleasure, amusement, pastime, recreation, diversion; play (in a mechanism, e.g. a steering wheel); flexibility (in a performance, art, etc.), freedom; flyleaf",,jlpt-n4
道具,"tool, implement, instrument, utensil, apparatus, device",道具[どうぐ],Noun,means; furniture,,jlpt-n4
背中,back (of the body),背中[せなか],Noun,,,jlpt-n4
指輪,(finger) ring,指輪[ゆびわ],Noun,,,jlpt-n4
発音,pronunciation,発音[はつおん],"Noun, Suru verb, Transitive verb",production of sound,,jlpt-n4
医学,"medical science, medicine",医学[いがく],Noun,,,jlpt-n4
漫画,"cartoon, comic, comic strip, manga",漫画[まんが],Noun,,,jlpt-n4
鏡,"mirror, looking-glass",鏡[かがみ],Noun,"barrel head; page added at the beginning of a document mentioning its purpose, date, author, etc.; mirror-shaped mochi",,jlpt-n4
電報,telegram,電報[でんぽう],Noun,,,jlpt-n4
校長,"principal, head teacher, headmaster, headmistress",校長[こうちょう],Noun,,,jlpt-n4
郊外,"suburb, residential area on the outskirt of a city, commuter belt",郊外[こうがい],Noun,,,jlpt-n4
国際,international,国際[こくさい],"Noun which may take the genitive case particle 'no', Noun",,,jlpt-n4
市民,"citizen, citizenry, public",市民[しみん],Noun,"city inhabitant, townspeople; bourgeoisie, middle class",,jlpt-n4
砂,"sand, grit",砂[すな],Noun,,,jlpt-n4
手袋,"glove, mitten, mitt",手袋[てぶくろ],Noun,,,jlpt-n4
絹,silk,絹[きぬ],Noun,,,jlpt-n4
日記,"diary, journal",日記[にっき],Noun,,,jlpt-n4
文法,grammar,文法[ぶんぽう],Noun,,,jlpt-n4
糸,"thread, yarn, string",糸[いと],"Noun, Noun, used as a suffix",,,jlpt-n4
神社,Shinto shrine,神社[じんじゃ],Noun,,,jlpt-n4
小学校,"primary school, elementary school, grade school",小学校[しょうがっこう],Noun,,,jlpt-n4
展覧会,exhibition,展覧会[てんらんかい],Noun,,,jlpt-n4
駐車場,"parking lot, car park, carpark, parking garage",駐車場[ちゅうしゃじょう],Noun,,,jlpt-n4
先輩,"senior (at work or school), superior, elder, older graduate, progenitor, old-timer",先輩[せんぱい],Noun,,,jlpt-n4
西洋,"the West, the Occident, Western countries",西洋[せいよう],Noun,,,jlpt-n4
注射,"injection, jab, shot",注射[ちゅうしゃ],"Noun, Suru verb, Transitive verb",,,jlpt-n4
坂,"slope, incline, hill",坂[さか],Noun,"milestone, (age) mark",,jlpt-n4
乗り物,"vehicle, conveyance, transport",乗[の]り 物[もの],Noun,"ride (playground, fair, carnival), playground facility",,jlpt-n4
旅館,"ryokan, traditional Japanese inn",旅館[りょかん],Noun,,,jlpt-n4
林,"wood, woods, forest, grove, copse, thicket",林[はやし],Noun,"bunch (of something), cluster, line, collection",,jlpt-n4
布団,"futon, Japanese bedding consisting of a mattress and a duvet",布団[ふとん],Noun,round cushion used for Zen meditation (traditionally made of woven bulrush leaves),,jlpt-n4
中学校,"junior high school, middle school, lower secondary school",中学校[ちゅうがっこう],Noun,,,jlpt-n4
研究室,laboratory,研究室[けんきゅうしつ],Noun,seminar room; professor's office,,jlpt-n4
会議室,"conference room, council room",会議室[かいぎしつ],Noun,,,jlpt-n4
柔道,judo,柔道[じゅうどう],Noun,,,jlpt-n4
高等学校,"senior high school, high school",高等学校[こうとうがっこう],Noun,,,jlpt-n4
花見,"cherry blossom viewing, flower viewing",花見[はなみ],"Noun, Suru verb",,,jlpt-n4
公務員,"public employee, government employee, public-sector worker, public servant, civil servant",公務員[こうむいん],Noun,,,jlpt-n4
辞典,"dictionary, lexicon",辞典[じてん],Noun,,,jlpt-n4
心,"mind, heart, spirit",心[こころ],Noun,"the meaning of a phrase (riddle, etc.)",,jlpt-n4
力,"force, strength, might, vigour, vigor, energy",力[ちから],Noun,"capability, ability, proficiency, capacity, faculty; efficacy, effect; effort, endeavours, endeavors, exertions; power, authority, influence, good offices, agency; support, help, aid, assistance; stress, emphasis; means, resources",,jlpt-n4
喧嘩,"quarrel, brawl, fight, squabble, scuffle, argument",喧嘩[けんか],"Noun, Suru verb, Intransitive verb",,,jlpt-n3 jlpt-n4
天気予報,"weather forecast, weather report",天気予報[てんきよほう],Noun,,,jlpt-n4
髭,"moustache, mustache, beard, whiskers, sideburns",ひげ,Noun,"whiskers (on a cat, etc.), feelers (on an insect, etc.), (chin) tuft; shadow (on a candlestick chart)",,jlpt-n2 jlpt-n4usually_kana
押し入れ,"closet (built into the wall of a room), (built-in) wardrobe",押[お]し 入[い]れ,Noun,,,jlpt-n4
味噌,"miso, fermented condiment usu. made from soybeans",味噌[みそ],Noun,"innards (from crabs, shrimps, etc.) resembling miso; key (main) point, good part (of something); weakling, weak person; try",,jlpt-n4
皆,"everyone, everybody, all",みんな,"Noun, Pronoun, Adverb ","everything, all",,jlpt-n3 jlpt-n4 jlpt-n5usually_kana
明日,tomorrow,明日[あした],"Noun, Adverb ",near future,,jlpt-n4 jlpt-n5
掛ける,"to hang up (e.g. a coat, a picture on the wall), to let hang, to suspend (from), to hoist (e.g. sail), to raise (e.g. flag)",かける,"Ichidan verb, Transitive verb","to put on (e.g. a blanket), to put on top of, to cover, to lay, to spread; to put on (glasses, etc.), to wear (a necklace, etc.); to make (a call); to spend (time, money), to expend, to use; to pour (liquid) onto, to sprinkle (powder or spices) onto, to splash, to throw (e.g. water) onto; to turn on (an engine, radio, etc.), to set (a dial, alarm clock, etc.), to put on (a DVD, song, etc.), to use (a device, implement, etc.); to cause (someone inconvenience, trouble, etc.), to burden (someone), to impose; to multiply (arithmetic operation); to secure (e.g. lock); to take a seat, to sit, to rest (something on something else), to support (something on something else); to bind; to wager, to bet, to risk, to stake, to gamble; to put an effect (spell, anaesthetic, etc.) on; to hold (a play, festival, etc.); to hold an emotion for (pity, hope, etc.); to argue (in court), to deliberate (in a meeting), to present (e.g. idea to a conference, etc.); to increase further; to catch (in a trap, etc.); to set atop; to erect (a makeshift building); to apply (insurance); to pun (on a word), to use (a word) as a pivot word, to play on words; to be partway doing ..., to begin (but not complete) ..., to be about to ...; to address (someone), to direct (something, to someone), to do (something, to someone)",,jlpt-n4 jlpt-n5usually_kana
降りる,"to descend (e.g. a mountain), to go down, to come down",降[お]りる,"Ichidan verb, Intransitive verb","to alight (e.g. from bus), to get off, to disembark, to dismount; to step down, to retire, to give up, to quit, to fold; to be granted, to be issued, to be given; to form (of frost, dew, mist, etc.); to be passed (from the body; e.g. of a roundworm)",,jlpt-n4 jlpt-n5
彼,"he, him",彼[かれ],Pronoun,boyfriend,,jlpt-n4
客,"guest, visitor",客[きゃく],Noun,"customer, client, shopper, spectator, audience, tourist, sightseer, passenger; counter for containers used to entertain guests",,jlpt-n4
祖父,grandfather,祖父[そふ],Noun,old man; kyogen mask used for the role of an old man,,jlpt-n4
高校,"senior high school, high school",高校[こうこう],Noun,,,jlpt-n4
近所,"neighbourhood, neighborhood",近所[きんじょ],"Noun, Noun which may take the genitive case particle 'no'",,,jlpt-n4
番組,"program (e.g. TV), programme",番組[ばんぐみ],Noun,,,jlpt-n4
見物,"sightseeing, watching, viewing",見物[けんぶつ],"Noun, Suru verb","sightseer, watcher, spectator",,jlpt-n4
亜米利加,"(United States of) America, United States, US, USA",アメリカ,Noun,"America (land mass), the Americas",,jlpt-n4usually_kana
彼女,"she, her",彼女[かのじょ],Pronoun,girlfriend,,jlpt-n4
思う,"to think, to consider, to believe, to reckon",思[おも]う,"Godan verb with 'u' ending, Transitive verb","to think (of doing), to plan (to do); to judge, to assess, to regard; to imagine, to suppose, to dream; to expect, to look forward to; to feel, to be (in a state of mind), to desire, to want; to recall, to remember",,jlpt-n4
僕,"I, me",僕[ぼく],Pronoun,you; manservant,,jlpt-n4
必要,"necessary, needed, essential, indispensable",必要[ひつよう],Na-adjective ,"necessity, need, requirement",,jlpt-n4
見える,"to be seen, to be visible, to be in sight",見[み]える,"Ichidan verb, Intransitive verb","to look, to seem, to appear; to come",,jlpt-n4
考える,"to think (about, of), to think over, to ponder, to contemplate, to reflect (on), to meditate (on)",考[かんが]える,"Ichidan verb, Transitive verb","to consider, to bear in mind, to allow for, to take into consideration; to think (that), to believe, to hold (a view), to judge, to conclude, to suspect; to intend (to do), to think of (doing), to plan; to predict, to anticipate, to expect, to imagine; to come up with, to think up, to contrive, to devise; to consider (as), to regard (as), to look on (as), to take, to view",,jlpt-n4
為,"good, advantage, benefit, welfare",ため,"Noun, Adverb ","sake, purpose, objective, aim; consequence, result, effect; affecting, regarding, concerning",,jlpt-n4usually_kana
始める,"to start, to begin, to commence, to initiate, to originate",始[はじ]める,"Ichidan verb, Transitive verb","to start up (a business, society, etc.), to open (e.g. a store), to establish; to start ..., to begin to ...",,jlpt-n4
受ける,"to receive, to get",受[う]ける,"Ichidan verb, Transitive verb","to catch (e.g. a ball); to be struck by (wind, waves, sunlight, etc.); to sustain (damage), to incur (a loss), to suffer (an injury), to feel (influence); to undergo (e.g. surgery), to take (a test), to accept (a challenge); to be given (e.g. life, talent); to find funny, to find humorous, to be amused (by); to follow, to succeed, to be descended from; to face (south, etc.); to be modified by; to obtain (a pawned item, etc.) by paying a fee; to be well-received, to become popular, to go down well",,jlpt-n4
美しい,"beautiful, pretty, lovely, sweet, pure (heart, friendship, etc.)",美[うつく]しい,I-adjective ,,,jlpt-n4
試験,"examination, exam, test",試験[しけん],"Noun, Suru verb, Transitive verb","trial, experiment, test",,jlpt-n4
親切,"kind, gentle, considerate, generous, friendly, nice",親切[しんせつ],"Na-adjective , Noun",,,jlpt-n4
失敗,"failure, mistake, blunder",失敗[しっぱい],"Noun, Suru verb, Transitive verb, Intransitive verb",,,jlpt-n4
以上,"not less than ..., ... and over, ... and above, ... and upwards, ... or more",以上[いじょう],"Noun, used as a suffix","beyond (e.g. one's expectations), above, more than, further than; the above, the above-mentioned, the aforementioned, the foregoing; since ..., seeing that ..., now that ..., once ...; that's all, that is the end, the end",,jlpt-n4
意見,"opinion, view, comment",意見[いけん],Noun,"scolding, reprimand, rebuke, admonition, cautioning, warning",,jlpt-n4
決して,"(not) ever, (not) by any means, (not) in the least, (not) in any way, (not) at all",決[けっ]して,Adverb ,,,jlpt-n4
十分,"enough, sufficient, plenty, adequate, satisfactory",十分[じゅうぶん],Na-adjective ,"sufficiently, fully, thoroughly, well, perfectly; division into ten",,jlpt-n4
試合,"match, game, bout, contest",試合[しあい],"Noun, Suru verb, Intransitive verb",,,jlpt-n4
一生懸命,"very hard, with utmost effort, as hard as one can, with all one's might, for dear life, eagerly, desperately",一生懸命[いっしょうけんめい],"Adverb , Na-adjective , Noun",,,jlpt-n4
子,"child, kid, teenager, youngster, young (non-adult) person",子[こ],"Noun, Noun, used as a suffix","(one's) child, offspring; young woman; young (animal); offshoot; interest; new share; player who is not a dealer; young geisha, young prostitute; bird egg; -er (often of young women)",,jlpt-n1 jlpt-n4
探す,"to search for, to look for, to hunt for, to seek",探[さが]す,"Godan verb with 'su' ending, Transitive verb","to search (a house, pocket, etc.), to search through, to rummage in (e.g. a drawer), to fish around",,jlpt-n2 jlpt-n4
急ぐ,"to hurry, to rush, to hasten, to make something happen sooner",急[いそ]ぐ,"Godan verb with 'gu' ending, Intransitive verb, Transitive verb",,,jlpt-n4
選ぶ,"to choose, to select",選[えら]ぶ,"Godan verb with 'bu' ending, Transitive verb",,,jlpt-n4
送る,"to send (a thing), to dispatch, to despatch, to transmit",送[おく]る,"Godan verb with 'ru' ending, Transitive verb","to take or escort (a person somewhere), to see off (a person); to bid farewell (to the departed), to bury; to spend (time), to live one's life; to pass (down the line); to affix okurigana",,jlpt-n4
必ず,"always, without exception, necessarily, certainly, without fail, positively, invariably",必[かなら]ず,Adverb ,,,jlpt-n4
怒る,"to get angry, to get mad, to lose one's temper",怒[おこ]る,"Godan verb with 'ru' ending, Intransitive verb","to scold, to tell (someone) off",,jlpt-n1 jlpt-n4
最近,"recently, lately, these days, nowadays, right now",最近[さいきん],"Noun, Noun which may take the genitive case particle 'no', Adverb ","nearest, closest",,jlpt-n4
払う,"to pay (e.g. money, bill)",払[はら]う,"Godan verb with 'u' ending, Transitive verb","to brush off, to wipe away, to clear away, to dust off, to cut off (e.g. branches); to drive away (e.g. one's competitors); to sell off (something unneeded), to dispose of; to pay (e.g. attention), to show (e.g. respect, concern); to make (e.g. effort, sacrifice), to expend, to exert; to move out (of one's own place), to vacate; to sweep (e.g. one's legs), to knock aside; to make a sweeping stroke (in Japanese calligraphy); to reset (an abacus)",,jlpt-n4
点,"dot, spot, point, speck, mark",点[てん],Noun,"mark (in an exam, etc.), grade, score, points; point (in a game), score, goal, run; point; point, aspect, matter, detail, part, respect, way, viewpoint; (punctuation) mark (e.g. comma, period, decimal point), dot; ""dot"" stroke (in a Chinese character); counter for points, marks, goals, etc.; counter for goods, items, articles of clothing, works of art, etc.",,jlpt-n4
合う,"to come together, to merge, to unite, to meet",合[あ]う,"Godan verb with 'u' ending, Intransitive verb","to fit, to match, to suit, to agree with, to be correct; to be profitable, to be equitable; to do ... to each other, to do ... together",,jlpt-n4
決める,"to decide, to choose, to determine, to make up one's mind, to resolve, to set one's heart on, to settle, to arrange, to set, to appoint, to fix",決[き]める,"Ichidan verb, Transitive verb","to clinch (a victory), to decide (the outcome of a match); to persist in doing, to go through with; to always do, to have made a habit of; to take for granted, to assume; to dress up, to dress to kill, to dress to the nines; to carry out successfully (a move in sports, a pose in dance, etc.), to succeed in doing; to immobilize with a double-arm lock (in sumo, judo, etc.); to eat or drink something, to take illegal drugs",,jlpt-n4
笑う,to laugh,笑[わら]う,"Godan verb with 'u' ending, Intransitive verb","to smile; to sneer, to ridicule; to be dumbfounded, to be flabbergasted",,jlpt-n4
最初,"beginning, outset, first, onset",最初[さいしょ],"Noun which may take the genitive case particle 'no', Noun, Adverb ",,,jlpt-n4
反対,"opposition, resistance, antagonism, hostility, objection, dissent",反対[はんたい],"Noun, Suru verb, Intransitive verb, Noun which may take the genitive case particle 'no', Na-adjective ","reverse, opposite, inverse, contrary",,jlpt-n4
娘,daughter,娘[むすめ],Noun,"girl (i.e. a young, unmarried woman)",,jlpt-n4
喜ぶ,"to be delighted, to be glad, to be pleased",喜[よろこ]ぶ,Godan verb with 'bu' ending,to congratulate; to gratefully accept,,jlpt-n2 jlpt-n4
理由,"reason, pretext, motive",理由[りゆう],Noun,,,jlpt-n4
昔,"the old days, the past, former times, a long time ago",昔[むかし],"Noun, Noun which may take the genitive case particle 'no', Adverb ","the past ten years, the past decade",,jlpt-n4
約束,"promise, agreement, arrangement, one's word, contract, pact",約束[やくそく],"Noun, Suru verb, Transitive verb","appointment, engagement, date; convention, rule; destiny, fate",,jlpt-n4
思い出す,"to recall, to remember, to recollect",思[おも]い 出[だ]す,"Godan verb with 'su' ending, Transitive verb",,,jlpt-n4
変わる,"to change, to be transformed, to be altered, to vary",変[か]わる,"Godan verb with 'ru' ending, Intransitive verb","to move to; to be different, to be uncommon, to be unusual",,jlpt-n4
正しい,"right, correct",正[ただ]しい,I-adjective ,"proper, righteous, just, honest, truthful, lawful",,jlpt-n4
落ちる,"to fall, to drop, to come down, to crash, to collapse, to cave in, to give way",落[お]ちる,"Ichidan verb, Intransitive verb","to set (of the sun or moon), to sink, to dip, to go down; to decrease (of popularity, quality, speed, sales, etc.), to fall, to drop, to go down, to decline, to deteriorate, to abate (of wind); to be inferior (to), to be not as good (as), to fall short (of); to come off (of dirt, paint, makeup, etc.), to come out (of a stain), to fade (of colour), to be removed (of an illness, possessing spirit, etc.); to disappear (of excess fat), to become thinner, to become leaner; to be left out, to be omitted, to be missing; to fail (an exam), to lose (a contest, election, etc.), to be unsuccessful; to decline (of morals, character, etc.), to become vulgar (e.g. of a conversation), to stoop (to), to sink (so low); to be ruined, to go under, to fall (into hell); to fall (in love, asleep, etc.); to fall (into someone's hands), to be accepted (of a bid), to be won (of a tender), to be honoured (of a bill); to fall into (a trap), to fall for (a trick); to give in; to confess, to own up; to come to (a conclusion, topic, etc.), to arrive at (in the end); to leave (a city, castle, etc.), to (be defeated and) flee; to sink in, to be accepted (in one's heart); to fall (to the enemy), to be defeated; to come in (of money); to fall (upon; of light, a shadow, one's gaze, etc.); to pass out (in judo), to fall unconscious; to go down (of a website, server, etc.), to crash; to log out (of an online game, chat room, etc.), to drop out, to leave, to go offline; to move to deeper water (of a fish in cold weather); to die (of an animal)",,jlpt-n1 jlpt-n4
場所,"place, location, spot, position",場所[ばしょ],Noun,"room, space; basho, wrestling tournament",,jlpt-n4
楽しむ,"to enjoy, to take pleasure in, to have a good time, to have fun",楽[たの]しむ,"Godan verb with 'mu' ending, Transitive verb",to look forward to,,jlpt-n1 jlpt-n4
利用,"use, utilization, utilisation, application",利用[りよう],"Noun, Suru verb, Transitive verb",,,jlpt-n4
間に合う,to be in time (for),間[ま]に 合[あ]う,"Godan verb with 'u' ending, Intransitive verb","to serve (suit, meet) the purpose, to be good enough, to be enough, to manage, to make do",,jlpt-n4
今度,"this time, now",今度[こんど],"Noun, Adverb ","next time, another time, shortly, soon; recently, lately, the other day",,jlpt-n4
予定,"plans, arrangement, schedule, program, programme, expectation, estimate",予定[よてい],"Noun, Suru verb, Transitive verb",,,jlpt-n4
訪ねる,"to visit, to call on, to pay a visit to",訪[たず]ねる,"Ichidan verb, Transitive verb",,,jlpt-n4
進む,"to advance, to go forward",進[すす]む,"Godan verb with 'mu' ending, Intransitive verb","to precede, to go ahead (of); to make progress, to improve; to deepen, to heighten; to be fast (of a clock), to be ahead; to do of one's own free will",,jlpt-n4
赤ん坊,"baby, infant",赤[あか]ん 坊[ぼう],Noun,,,jlpt-n2 jlpt-n4
最後,"end, conclusion",最後[さいご],Noun,"last, final, latest, most recent; no sooner than, once, right after (often having negative consequences); one's final moments",,jlpt-n4
向かう,to face,向[む]かう,"Godan verb with 'u' ending, Intransitive verb","to go towards, to head towards",,jlpt-n2 jlpt-n4
興味,"interest (in something), curiosity (about something), zest (for)",興味[きょうみ],Noun,,,jlpt-n4
通る,"to go by, to go past, to go along, to travel along, to pass through, to use (a road), to take (a route), to go via, to go by way of",通[とお]る,"Godan verb with 'ru' ending, Intransitive verb","to run (between; of a rail service, bus route, etc.), to operate (between), to connect; to go indoors, to go into a room, to be admitted, to be shown in, to be ushered in, to come in; to penetrate, to pierce, to skewer, to go through, to come through; to permeate, to soak into, to spread throughout; to carry (e.g. of a voice), to reach far; to be passed on (e.g. of a customer's order to the kitchen), to be relayed, to be conveyed; to pass (a test, a bill in the House, etc.), to be approved, to be accepted; to go by (a name), to be known as, to be accepted as, to have a reputation for; to be coherent, to be logical, to be reasonable, to be comprehensible, to be understandable, to make sense; to get across (e.g. of one's point), to be understood; to pass for, to come across as, to seem like; to be straight (e.g. wood grain); to be well-informed, to be wise; to do ... completely, to do ... thoroughly",,jlpt-n4
時代,"period, epoch, era, age",時代[じだい],Noun,"the times, those days; oldness, ancientness, antiquity; antique, period piece",,jlpt-n4
返事,"reply, answer, response",返事[へんじ],"Noun, Suru verb, Intransitive verb",,,jlpt-n4
